"aha_id","year","Core","ClinInteropFx","DataUse","breadth_of_exchange","Friction","Barriers","Methods","InfoBlocking","largebed","medbed","smallbed","cah","cbsatype","piemr","mhsmemb","weight"
"6380395",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.7573649
"6380400",2025,85.4166666666667,1,1,0.5625,26.1904761904762,0.333333333333333,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6380401",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,0,1,0,"Metro","Epic",1,1.8478839
"6380405",2025,95.8333333333333,1,1,0.875,30.4761904761905,0.366666666666667,0.547619047619048,0,0,0,1,1,"Micro","Epic",1,1.5886006
"6380415",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.5625702
"6380427",2025,52.0833333333333,0.75,0.25,0.5625,28.7301587301587,0.433333333333333,0.0952380952380952,0.333333333333333,0,0,1,1,"Rural","CPSI/Evident",NA,2.4532838
"6380430",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.5625702
"6380450",2025,72.9166666666667,0.75,0.75,0.6875,24.7619047619048,0.488888888888889,0.253968253968254,0,0,1,0,0,"Micro","Cerner",NA,1.9873428
"6380455",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,0,1,0,"Metro","Epic",1,1.8478839
"6380480",2025,66.6666666666667,1,0.5,0.5,42.1693121693122,0.288888888888889,0.642857142857143,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.4102389
"6380486",2025,37.5,0.625,0,0.5,52.2222222222222,0.844444444444444,0.0555555555555556,0.666666666666667,1,0,0,0,"Metro","Meditech",1,1.4379987
"6380488",2025,85.4166666666667,1,1,0.5625,26.1904761904762,0.333333333333333,0.452380952380952,0,1,0,0,0,"Metro","Epic",1,1.6006376
"6380505",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Micro","Meditech",1,1.7382555
"6380510",2025,29.1666666666667,0.625,0,0.25,9.94708994708995,0.1,0.198412698412698,0,0,0,1,0,"Micro","Altera Digital Health",NA,2.488085
"6380557",2025,50,0.75,0.25,0.5,27.6719576719577,0.544444444444444,0.285714285714286,0,0,0,1,1,"Rural","CPSI/Evident",NA,2.4532838
"6380560",2025,33.3333333333333,0.5,0.25,0.25,23.9153439153439,0.455555555555556,0.261904761904762,0,0,0,1,1,"Rural","CPSI/Evident",NA,2.4532838
"6380570",2025,85.4166666666667,1,1,0.5625,26.1904761904762,0.333333333333333,0.452380952380952,0,1,0,0,0,"Metro","Epic",1,1.4089135
"6380574",2025,20.8333333333333,0.375,0,0.25,3.7037037037037,0,0.111111111111111,0,0,0,1,0,"Micro","Meditech",NA,2.4532838
"6380577",2025,45.8333333333333,0,1,0.375,13.7037037037037,0.411111111111111,0,0,0,0,1,1,"Metro","CPSI/Evident",NA,2.2811503
"6380595",2025,95.8333333333333,0.875,1,1,44.7089947089947,0.5,0.841269841269841,0,0,0,1,0,"Metro","Epic",1,1.8478839
"6380598",2025,95.8333333333333,1,1,0.875,30.4761904761905,0.366666666666667,0.547619047619048,0,0,0,1,1,"Metro","Epic",1,1.8478839
"6380640",2025,0,0,0,0,0,0,0,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6380653",2025,60.4166666666667,0.75,0.5,0.5625,29.8941798941799,0.555555555555555,0.341269841269841,0,0,0,1,1,"Rural","Cerner",NA,2.4532838
"6380655",2025,0,0,0,0,16.6666666666667,0.5,0,0,0,1,0,1,"Rural","Cerner",1,1.6232318
"6380665",2025,37.5,0.625,0.5,0,40.3703703703704,0.711111111111111,0.166666666666667,0.333333333333333,0,0,1,1,"Rural","Cerner",NA,2.4532838
"6380676",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,0,1,0,"Metro","Epic",1,1.8478839
"6380715",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.7573649
"6380730",2025,95.8333333333333,1,1,0.875,30.4761904761905,0.366666666666667,0.547619047619048,0,1,0,0,0,"Metro","Epic",1,1.4089135
"6380745",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,0,1,0,"Metro","Epic",1,1.9808805
"6380805",2025,95.8333333333333,1,1,0.875,30.4761904761905,0.366666666666667,0.547619047619048,0,0,0,1,0,"Micro","Epic",1,1.8264908
"6380860",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,0,1,0,"Metro","Epic",1,1.8478839
"6380885",2025,47.9166666666667,0.625,0.5,0.3125,25.9259259259259,0.666666666666667,0.111111111111111,0,0,0,1,1,"Metro","Cerner",NA,2.490901
"6380890",2025,39.5833333333333,0.75,0.25,0.1875,14.6560846560847,0.288888888888889,0.150793650793651,0,0,1,0,0,"Micro","Meditech",NA,1.7031544
"6380945",2025,18.75,0.25,0.25,0.0625,24.0740740740741,0.722222222222222,0,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6380950",2025,95.8333333333333,1,1,0.875,30.4761904761905,0.366666666666667,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6380960",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.7573649
"6381027",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,1,0,0,0,"Metro","Epic",1,1.5865906
"6381075",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.6546744
"6381097",2025,60.4166666666667,1,0.75,0.0625,31.005291005291,0.477777777777778,0.452380952380952,0,0,1,0,1,"Metro","Cerner",NA,2.1511657
"6381115",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.6546744
"6381130",2025,62.5,0.875,0.5,0.5,19.4708994708995,0.433333333333333,0.150793650793651,0,0,0,1,0,"Micro","Meditech",1,1.8264908
"6381150",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,0,1,0,"Metro","Epic",1,1.8478839
"6381215",2025,91.6666666666667,1,1,0.75,21.1640211640212,0.333333333333333,0.301587301587302,0,0,1,0,0,"Metro","Epic",1,1.6393638
"6381223",2025,33.3333333333333,0.5,0,0.5,12.2222222222222,0.311111111111111,0.0555555555555556,0,0,1,0,1,"Metro","CPSI/Evident",NA,2.5868783
"6381225",2025,41.6666666666667,0.625,0.5,0.125,23.5449735449735,0.611111111111111,0.0952380952380952,0,0,1,0,0,"Metro","Meditech",1,1.5625702
"6381250",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Micro","Meditech",1,1.5483757
"6389065",2025,72.9166666666667,1,0.5,0.6875,47.5132275132275,0.822222222222222,0.603174603174603,0,0,1,0,0,"Rural","Cerner",1,1.6381562
"6389100",2025,79.1666666666667,0.875,1,0.5,36.8783068783069,0.511111111111111,0.261904761904762,0.333333333333333,0,1,0,0,"Metro","Epic",1,1.5625702
"6389155",2025,14.5833333333333,0.375,0,0.0625,5.55555555555556,0,0.166666666666667,0,0,0,1,0,"Rural","CPSI/Evident",NA,2.4532838
"6390002",2025,45.8333333333333,0.875,0.25,0.25,78.8359788359788,0.666666666666667,0.698412698412698,1,0,0,1,0,"Micro","Meditech",NA,2.4532838
"6390004",2025,91.6666666666667,1,1,0.75,33.0687830687831,0.444444444444444,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390005",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6390010",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,0,0,1,0,"Metro","Cerner",1,1.8478839
"6390034",2025,75,0.75,1,0.5,47.9365079365079,0.644444444444444,0.793650793650794,0,1,0,0,0,"Metro","Epic",1,1.4277552
"6390039",2025,91.6666666666667,1,1,0.75,33.0687830687831,0.444444444444444,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.4774034
"6390043",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390046",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390048",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390052",2025,75,0.875,0.75,0.625,41.5873015873016,0.644444444444444,0.603174603174603,0,1,0,0,0,"Metro","Altera Digital Health",1,1.3993503
"6390053",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390055",2025,83.3333333333333,0.875,1,0.625,34.1798941798942,0.533333333333333,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390060",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,0,1,0,"Metro","Epic",1,1.8478839
"6390068",2025,79.1666666666667,1,0.75,0.625,37.3544973544974,0.477777777777778,0.642857142857143,0,0,1,0,0,"Metro","Epic",1,1.4102389
"6390070",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390074",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390079",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390082",2025,91.6666666666667,1,1,0.75,33.0687830687831,0.444444444444444,0.547619047619048,0,1,0,0,0,"Metro","Epic",1,1.4089135
"6390086",2025,37.5,0.375,0.25,0.5,18.4656084656085,0.355555555555556,0.198412698412698,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6390090",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390093",2025,91.6666666666667,1,0.75,1,24.3386243386243,0.277777777777778,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6390102",2025,91.6666666666667,1,1,0.75,33.0687830687831,0.444444444444444,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390109",2025,87.5,0.875,0.75,1,42.010582010582,0.466666666666667,0.793650793650794,0,0,1,0,0,"Metro","Cerner",1,1.881361
"6390111",2025,75,0.75,1,0.5,47.9365079365079,0.644444444444444,0.793650793650794,0,0,1,0,0,"Metro","Epic",1,1.5494134
"6390120",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6390135",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390150",2025,58.3333333333333,0.75,0.5,0.5,11.5343915343915,0.1,0.246031746031746,0,0,1,0,0,"Metro","Epic",1,1.4006447
"6390160",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,0,1,0,0,"Metro","Cerner",1,1.4102389
"6390161",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390170",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,0,1,0,0,"Metro","Cerner",1,1.6546744
"6390180",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390190",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.4774034
"6390200",2025,100,1,1,1,33.4391534391534,0.455555555555555,0.547619047619048,0,0,0,1,0,"Metro","Epic",1,1.8478839
"6390205",2025,95.8333333333333,1,1,0.875,28.7830687830688,0.411111111111111,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.4102389
"6390210",2025,58.3333333333333,0.75,0.5,0.5,11.5343915343915,0.1,0.246031746031746,0,1,0,0,0,"Metro","Epic",1,1.4277552
"6390215",2025,58.3333333333333,0.75,0.5,0.5,11.5343915343915,0.1,0.246031746031746,0,0,1,0,0,"Metro","Epic",1,1.5494134
"6390225",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390240",2025,79.1666666666667,1,0.75,0.625,37.3544973544974,0.477777777777778,0.642857142857143,0,1,0,0,0,"Metro","Epic",1,1.4277552
"6390248",2025,43.75,0.75,0.5,0.0625,46.7724867724868,0.911111111111111,0.158730158730159,0.333333333333333,0,0,1,0,"Metro","Altera Digital Health",1,1.7285975
"6390253",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390282",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390283",2025,91.6666666666667,1,1,0.75,33.0687830687831,0.444444444444444,0.547619047619048,0,1,0,0,0,"Metro","Epic",1,1.4089135
"6390286",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390292",2025,22.9166666666667,0.375,0.25,0.0625,50.7407407407407,0.855555555555556,0,0.666666666666667,0,1,0,0,"Metro","MEDHOST",NA,2.3636248
"6390295",2025,75,0.75,1,0.5,47.9365079365079,0.644444444444444,0.793650793650794,0,1,0,0,0,"Metro","Epic",1,1.4277552
"6390305",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Cerner",1,1.7573649
"6390308",2025,100,1,1,1,33.4391534391534,0.455555555555555,0.547619047619048,0,1,0,0,0,"Metro","Epic",1,1.4379987
"6390323",2025,79.1666666666667,1,0.75,0.625,37.3544973544974,0.477777777777778,0.642857142857143,0,1,0,0,0,"Metro","Epic",1,1.6826277
"6390385",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390409",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390411",2025,100,1,1,1,33.4391534391534,0.455555555555555,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390440",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,1,0,0,0,"Metro","Meditech",1,1.7549179
"6390445",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,0,1,0,"Micro","Meditech",1,2.1126702
"6390470",2025,54.1666666666667,0.625,0.5,0.5,27.3015873015873,0.422222222222222,0.396825396825397,0,1,0,0,0,"Metro","Cerner",NA,2.0814397
"6390480",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390489",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390499",2025,29.1666666666667,0.25,0,0.625,3.43915343915344,0,0.103174603174603,0,0,0,1,1,"Rural","CPSI/Evident",NA,2.4532838
"6390505",2025,41.6666666666667,0.75,0.25,0.25,18.5185185185185,0.388888888888889,0.166666666666667,0,0,0,1,0,"Metro","Meditech",NA,2.5266035
"6390509",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390510",2025,64.5833333333333,0.75,0.75,0.4375,30,0.4,0.5,0,0,0,1,0,"Rural","CPSI/Evident",1,1.8071619
"6390515",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390573",2025,87.5,1,0.75,0.875,38.994708994709,0.455555555555555,0.714285714285714,0,1,0,0,0,"Metro","Cerner",NA,1.7190247
"6390625",2025,60.4166666666667,1,0.5,0.3125,79.8941798941799,0.944444444444445,0.452380952380952,1,0,1,0,0,"Metro","Cerner",NA,1.6895809
"6390668",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390670",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.4102389
"6390673",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,0,1,0,"Metro","Meditech",1,2.1414709
"6390674",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,0,1,0,0,"Metro","Cerner",1,1.5625702
"6390675",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Micro","Meditech",1,1.8591231
"6390680",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390682",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6390683",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,0,1,0,"Metro","Meditech",1,2.1414709
"6390690",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,1,0,0,0,"Metro","Epic",1,1.4089135
"6390695",2025,91.6666666666667,1,0.75,1,24.3386243386243,0.277777777777778,0.452380952380952,0,1,0,0,0,"Metro","Epic",1,1.4379987
"6390700",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390727",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.4774034
"6390733",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,0,1,0,"Metro","Meditech",1,1.7285975
"6390745",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,0,1,0,"Micro","Meditech",1,2.1126702
"6390753",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390761",2025,75,0.875,0.75,0.625,41.5873015873016,0.644444444444444,0.603174603174603,0,0,1,0,0,"Metro","Altera Digital Health",1,1.6393638
"6390764",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.6546744
"6390765",2025,75,0.75,1,0.5,47.9365079365079,0.644444444444444,0.793650793650794,0,0,1,0,0,"Metro","Epic",1,1.5494134
"6390767",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,0,0,1,0,"Metro","Cerner",1,1.8478839
"6390773",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,0,1,0,"Metro","Epic",1,1.8478839
"6390776",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6390792",2025,43.75,0.75,0.5,0.0625,46.7724867724868,0.911111111111111,0.158730158730159,0.333333333333333,0,1,0,0,"Metro","Altera Digital Health",1,1.4102389
"6390793",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390845",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,0,1,0,0,"Metro","Cerner",1,1.4774034
"6390846",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390849",2025,58.3333333333333,0.75,0.5,0.5,11.5343915343915,0.1,0.246031746031746,0,0,1,0,0,"Metro","Epic",1,1.4006447
"6390851",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.881361
"6390865",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6390895",2025,91.6666666666667,1,0.75,1,24.3386243386243,0.277777777777778,0.452380952380952,0,0,0,1,0,"Metro","Epic",1,1.8478839
"6390900",2025,87.5,1,1,0.625,36.5608465608466,0.255555555555556,0.841269841269841,0,0,1,0,0,"Metro","Epic",1,1.382997
"6390930",2025,91.6666666666667,1,0.75,1,24.3386243386243,0.277777777777778,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.4102389
"6390932",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390935",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6390940",2025,50,0.75,0.25,0.5,27.037037037037,0.311111111111111,0.5,0,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390944",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Cerner",1,1.7573649
"6390955",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390956",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390965",2025,37.5,0.375,0.25,0.5,18.4656084656085,0.355555555555556,0.198412698412698,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6390975",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,0,1,0,"Metro","Meditech",1,2.1414709
"6390993",2025,22.9166666666667,0.375,0.25,0.0625,50.7407407407407,0.855555555555556,0,0.666666666666667,0,1,0,0,"Metro","MEDHOST",NA,2.3636248
"6390997",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6391000",2025,95.8333333333333,1,1,0.875,28.7830687830688,0.411111111111111,0.452380952380952,0,1,0,0,0,"Metro","Epic",1,1.509708
"6391033",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6391060",2025,91.6666666666667,1,0.75,1,28.4126984126984,0.344444444444444,0.507936507936508,0,1,0,0,0,"Metro","Epic",1,1.4089135
"6391069",2025,66.6666666666667,0.75,0.75,0.5,60.7407407407407,0.6,0.555555555555556,0.666666666666667,0,1,0,0,"Metro","Cerner",NA,2.0128996
"6391090",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6391103",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,1,0,0,0,"Metro","Epic",1,1.4379987
"6391105",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6391120",2025,95.8333333333333,1,1,0.875,28.7830687830688,0.411111111111111,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.4774034
"6391122",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,0,1,1,"Rural","Epic",1,1.7102141
"6391150",2025,91.6666666666667,1,0.75,1,24.3386243386243,0.277777777777778,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6391450",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6394020",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.881361
"6398093",2025,83.3333333333333,0.875,1,0.625,36.031746031746,0.588888888888889,0.492063492063492,0,0,1,0,0,"Metro","Meditech",1,1.7573649
"6399090",2025,43.75,0.75,0.5,0.0625,46.7724867724868,0.911111111111111,0.158730158730159,0.333333333333333,0,0,1,1,"Metro","Altera Digital Health",1,1.8478839
"6399145",2025,18.75,0.5,0,0.0625,36.7724867724868,0.888888888888889,0.214285714285714,0,0,1,0,0,"Metro","MEDHOST",NA,2.3636248
"6399235",2025,100,1,1,1,27.5132275132275,0.277777777777778,0.547619047619048,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6410010",2025,95.8333333333333,1,1,0.875,28.7830687830688,0.411111111111111,0.452380952380952,0,1,0,0,0,"Metro","Epic",1,1.3727573
"6410012",2025,91.6666666666667,1,1,0.75,25.978835978836,0.477777777777778,0.301587301587302,0,1,0,0,0,"Metro","Epic",1,1.3727573
"6410018",2025,95.8333333333333,1,1,0.875,28.7830687830688,0.411111111111111,0.452380952380952,0,0,1,0,0,"Metro","Epic",1,1.5128278
"6410019",2025,95.8333333333333,0.875,1,1,44.7089947089947,0.5,0.841269841269841,0,0,1,0,0,"Metro","Other",1,1.3739656
"6410020",2025,87.5,1,1,0.625,38.5185185185185,0.211111111111111,0.944444444444445,0,0,1,0,0,"Micro","Epic",1,1.3645301
"6410042",2025,70.8333333333333,0.75,0.75,0.625,55.4497354497354,0.544444444444444,0.452380952380952,0.666666666666667,0,0,1,1,"Rural","Altera Digital Health",1,1.7534126
"6410080",2025,56.25,0.75,0.5,0.4375,21.957671957672,0.555555555555555,0.103174603174603,0,0,1,0,0,"Metro","Cerner",1,1.5128278
"6410110",2025,100,1,1,1,31.4814814814815,0,0.944444444444445,0,0,0,1,0,"Micro","Epic",1,1.7534126
"6410120",2025,20.8333333333333,0.125,0,0.5,22.2222222222222,0.666666666666667,0,0,0,1,0,0,"Metro","Epic",NA,1.9233394
"6410160",2025,89.5833333333333,1,0.75,0.9375,46.9312169312169,0.122222222222222,0.952380952380952,0.333333333333333,0,0,1,1,"Metro","Epic",1,1.7729143
"6410165",2025,52.0833333333333,0.75,0.5,0.3125,23.8624338624339,0.311111111111111,0.404761904761905,0,0,0,1,0,"Micro","Meditech",NA,1.8500297
"6410199",2025,100,1,1,1,31.4814814814815,0,0.944444444444445,0,0,1,0,0,"Metro","Epic",1,1.5128278
"6410240",2025,91.6666666666667,1,1,0.75,42.010582010582,0.522222222222222,0.404761904761905,0.333333333333333,0,0,1,1,"Micro","Epic",1,1.7534126
"6410243",2025,89.5833333333333,1,0.75,0.9375,46.9312169312169,0.122222222222222,0.952380952380952,0.333333333333333,0,0,1,1,"Rural","Epic",1,1.7534126
"6410280",2025,60.4166666666667,0.875,0.5,0.4375,23.5449735449735,0.555555555555555,0.150793650793651,0,1,0,0,0,"Metro","Cerner",1,1.3727573
