"aha_id","year","Find","Send","Receive","Integrate","ClinInteropFx","Available","Used","DataUse","HospitalSend","HospitalReceive","AmbSend","AmbReceive","LTPACSend","LTPACReceive","BHSend","BHReceive","breadth_of_exchange","Barrier_Send","Barrier_Receive","Barrier_Other","Barriers","MFind","MSend","MReceive","Methods","IB_Extent_EHR","IB_Extent_HIE","IB_Extent_Prov","InfoBlocking","Core","Friction","largebed","medbed","smallbed","cah","cbsatype","piemr","mhsmemb","weight"
"6380574",2025,1,0.5,0,0,0.375,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0.25,0,0,0,0,0.333333333333333,0,0,0.111111111111111,0,0,0,0,20.8333333333333,3.7037037037037,0,0,1,0,"Micro","Meditech",NA,2.4532838
"6380577",2025,0,0,0,0,0,1,1,1,1,1,0,0,0.5,0.5,0,0,0.375,0.5,0.333333333333333,0.4,0.411111111111111,0,0,0,0,0,0,0,0,45.8333333333333,13.7037037037037,0,0,1,1,"Metro","CPSI/Evident",NA,2.2811503
"6380595",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.857142857142857,0.841269841269841,0,0,0,0,95.8333333333333,44.7089947089947,0,0,1,0,"Metro","Epic",1,1.8478839
"6380598",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,1,"Metro","Epic",1,1.8478839
"6380640",2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Metro","Epic",1,1.5625702
"6380653",2025,1,1,1,0,0.75,0.5,0.5,0.5,1,0.5,1,0,1,0,1,0,0.5625,0.666666666666667,0.5,0.5,0.555555555555555,0.166666666666667,0.571428571428571,0.285714285714286,0.341269841269841,0,0,0,0,60.4166666666667,29.8941798941799,0,0,1,1,"Rural","Cerner",NA,2.4532838
"6380655",2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,16.6666666666667,0,1,0,1,"Rural","Cerner",1,1.6232318
"6380665",2025,1,0.5,0,1,0.625,0,1,0.5,0,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.8,0.711111111111111,0.5,0,0,0.166666666666667,0,0,1,0.333333333333333,37.5,40.3703703703704,0,0,1,1,"Rural","Cerner",NA,2.4532838
"6380676",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,0,1,0,"Metro","Epic",1,1.8478839
"6380715",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,1,0,0,"Metro","Epic",1,1.7573649
"6380730",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,1,0,0,0,"Metro","Epic",1,1.4089135
"6380745",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,0,1,0,"Metro","Epic",1,1.9808805
"6380805",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Micro","Epic",1,1.8264908
"6380860",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,0,1,0,"Metro","Epic",1,1.8478839
"6380885",2025,1,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0.3125,0.833333333333333,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0,0,0.111111111111111,0,0,0,0,47.9166666666667,25.9259259259259,0,0,1,1,"Metro","Cerner",NA,2.490901
"6380890",2025,1,0.5,1,0.5,0.75,0,0.5,0.25,1,0.5,0,0,0,0,0,0,0.1875,0.333333333333333,0.333333333333333,0.2,0.288888888888889,0.166666666666667,0,0.285714285714286,0.150793650793651,0,0,0,0,39.5833333333333,14.6560846560847,0,1,0,0,"Micro","Meditech",NA,1.7031544
"6380945",2025,0,0.5,0.5,0,0.25,0.5,0,0.25,0,0,0,0.5,0,0,0,0,0.0625,0.5,0.666666666666667,1,0.722222222222222,0,0,0,0,0,0,0,0,18.75,24.0740740740741,0,1,0,0,"Metro","Epic",1,1.5625702
"6380950",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,1,0,0,"Metro","Epic",1,1.5625702
"6380960",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.7573649
"6381027",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,1,0,0,0,"Metro","Epic",1,1.5865906
"6381075",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,1,0,0,"Metro","Epic",1,1.6546744
"6381097",2025,1,1,1,1,1,1,0.5,0.75,0.5,0,0,0,0,0,0,0,0.0625,0.166666666666667,0.666666666666667,0.6,0.477777777777778,0.5,0.428571428571429,0.428571428571429,0.452380952380952,0,0,0,0,60.4166666666667,31.005291005291,0,1,0,1,"Metro","Cerner",NA,2.1511657
"6381115",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,1,0,0,"Metro","Epic",1,1.6546744
"6381130",2025,1,1,1,0.5,0.875,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.333333333333333,0.166666666666667,0.8,0.433333333333333,0.166666666666667,0.142857142857143,0.142857142857143,0.150793650793651,0,0,0,0,62.5,19.4708994708995,0,0,1,0,"Micro","Meditech",1,1.8264908
"6381150",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,0,1,0,"Metro","Epic",1,1.8478839
"6381215",2025,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.75,0.333333333333333,0.166666666666667,0.5,0.333333333333333,0.333333333333333,0.285714285714286,0.285714285714286,0.301587301587302,0,0,0,0,91.6666666666667,21.1640211640212,0,1,0,0,"Metro","Epic",1,1.6393638
"6381223",2025,1,0.5,0,0.5,0.5,0,0,0,1,0,1,0,1,0,1,0,0.5,0.5,0.333333333333333,0.1,0.311111111111111,0.166666666666667,0,0,0.0555555555555556,0,0,0,0,33.3333333333333,12.2222222222222,0,1,0,1,"Metro","CPSI/Evident",NA,2.5868783
"6381225",2025,0.5,1,1,0,0.625,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0.125,0.833333333333333,0.5,0.5,0.611111111111111,0,0.142857142857143,0.142857142857143,0.0952380952380952,0,0,0,0,41.6666666666667,23.5449735449735,0,1,0,0,"Metro","Meditech",1,1.5625702
"6381250",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Micro","Meditech",1,1.5483757
"6389065",2025,1,1,1,1,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.6875,0.833333333333333,0.833333333333333,0.8,0.822222222222222,0.666666666666667,0.571428571428571,0.571428571428571,0.603174603174603,0,0,0,0,72.9166666666667,47.5132275132275,0,1,0,0,"Rural","Cerner",1,1.6381562
"6389100",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.7,0.511111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,1,0.333333333333333,79.1666666666667,36.8783068783069,0,1,0,0,"Metro","Epic",1,1.5625702
"6389155",2025,1,0.5,0,0,0.375,0,0,0,0,0,0.5,0,0,0,0,0,0.0625,0,0,0,0,0.5,0,0,0.166666666666667,0,0,0,0,14.5833333333333,5.55555555555556,0,0,1,0,"Rural","CPSI/Evident",NA,2.4532838
"6390002",2025,1,1,1,0.5,0.875,0,0.5,0.25,0.5,0,0.5,0,0.5,0,0.5,0,0.25,0.5,0.5,1,0.666666666666667,0.666666666666667,0.857142857142857,0.571428571428571,0.698412698412698,1,1,1,1,45.8333333333333,78.8359788359788,0,0,1,0,"Micro","Meditech",NA,2.4532838
"6390004",2025,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.5,0.444444444444444,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,91.6666666666667,33.0687830687831,0,1,0,0,"Metro","Epic",1,1.6546744
"6390005",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.5625702
"6390010",2025,1,1,0.5,0.5,0.75,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.5,0.1,0.311111111111111,0.5,0.857142857142857,0.142857142857143,0.5,0,0,0,0,50,27.037037037037,0,0,1,0,"Metro","Cerner",1,1.8478839
"6390034",2025,1,1,1,0,0.75,1,1,1,1,0.5,1,0,1,0.5,0,0,0.5,0.666666666666667,0.666666666666667,0.6,0.644444444444444,0.666666666666667,1,0.714285714285714,0.793650793650794,0,0,0,0,75,47.9365079365079,1,0,0,0,"Metro","Epic",1,1.4277552
"6390039",2025,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.5,0.444444444444444,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,91.6666666666667,33.0687830687831,0,1,0,0,"Metro","Epic",1,1.4774034
"6390043",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390046",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.6546744
"6390048",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390052",2025,1,1,1,0.5,0.875,1,0.5,0.75,1,0.5,1,0.5,1,0,1,0,0.625,0.666666666666667,0.666666666666667,0.6,0.644444444444444,0.666666666666667,0.857142857142857,0.285714285714286,0.603174603174603,0,0,0,0,75,41.5873015873016,1,0,0,0,"Metro","Altera Digital Health",1,1.3993503
"6390053",2025,1,1,0.5,0.5,0.75,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.5,0.1,0.311111111111111,0.5,0.857142857142857,0.142857142857143,0.5,0,0,0,0,50,27.037037037037,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390055",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.5,0.6,0.533333333333333,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,34.1798941798942,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390060",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,0,1,0,"Metro","Epic",1,1.8478839
"6390068",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,0,0.5,0,0.625,0.833333333333333,0.5,0.1,0.477777777777778,0.5,0.857142857142857,0.571428571428571,0.642857142857143,0,0,0,0,79.1666666666667,37.3544973544974,0,1,0,0,"Metro","Epic",1,1.4102389
"6390070",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390074",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390079",2025,1,1,0.5,0.5,0.75,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.5,0.1,0.311111111111111,0.5,0.857142857142857,0.142857142857143,0.5,0,0,0,0,50,27.037037037037,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390082",2025,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.5,0.444444444444444,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,91.6666666666667,33.0687830687831,1,0,0,0,"Metro","Epic",1,1.4089135
"6390086",2025,0.5,1,0,0,0.375,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.333333333333333,0.4,0.355555555555556,0.166666666666667,0.285714285714286,0.142857142857143,0.198412698412698,0,0,0,0,37.5,18.4656084656085,0,1,0,0,"Metro","Meditech",1,1.881361
"6390090",2025,1,1,0.5,0.5,0.75,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.5,0.1,0.311111111111111,0.5,0.857142857142857,0.142857142857143,0.5,0,0,0,0,50,27.037037037037,1,0,0,0,"Metro","Cerner",1,1.4379987
"6390093",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,1,1,1,1,1,0.333333333333333,0.5,0,0.277777777777778,0.5,0.428571428571429,0.428571428571429,0.452380952380952,0,0,0,0,91.6666666666667,24.3386243386243,0,1,0,0,"Metro","Epic",1,1.5625702
"6390102",2025,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.5,0.444444444444444,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,91.6666666666667,33.0687830687831,0,1,0,0,"Metro","Epic",1,1.6546744
"6390109",2025,1,1,1,0.5,0.875,1,0.5,0.75,1,1,1,1,1,1,1,1,1,0.333333333333333,0.666666666666667,0.4,0.466666666666667,0.666666666666667,0.857142857142857,0.857142857142857,0.793650793650794,0,0,0,0,87.5,42.010582010582,0,1,0,0,"Metro","Cerner",1,1.881361
"6390111",2025,1,1,1,0,0.75,1,1,1,1,0.5,1,0,1,0.5,0,0,0.5,0.666666666666667,0.666666666666667,0.6,0.644444444444444,0.666666666666667,1,0.714285714285714,0.793650793650794,0,0,0,0,75,47.9365079365079,0,1,0,0,"Metro","Epic",1,1.5494134
"6390120",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.5625702
"6390135",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.6546744
"6390150",2025,1,1,1,0,0.75,0.5,0.5,0.5,1,0,1,0,1,0,1,0,0.5,0,0,0.3,0.1,0.166666666666667,0.142857142857143,0.428571428571429,0.246031746031746,0,0,0,0,58.3333333333333,11.5343915343915,0,1,0,0,"Metro","Epic",1,1.4006447
"6390160",2025,1,1,0.5,0.5,0.75,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.5,0.1,0.311111111111111,0.5,0.857142857142857,0.142857142857143,0.5,0,0,0,0,50,27.037037037037,0,1,0,0,"Metro","Cerner",1,1.4102389
"6390161",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.6546744
"6390170",2025,1,1,0.5,0.5,0.75,0.5,0,0.25,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0.5,0.1,0.311111111111111,0.5,0.857142857142857,0.142857142857143,0.5,0,0,0,0,50,27.037037037037,0,1,0,0,"Metro","Cerner",1,1.6546744
"6390180",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390190",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.4774034
"6390200",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,0.2,0.455555555555555,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,33.4391534391534,0,0,1,0,"Metro","Epic",1,1.8478839
"6390205",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.333333333333333,0.4,0.411111111111111,0.5,0.285714285714286,0.571428571428571,0.452380952380952,0,0,0,0,95.8333333333333,28.7830687830688,0,1,0,0,"Metro","Epic",1,1.4102389
"6390210",2025,1,1,1,0,0.75,0.5,0.5,0.5,1,0,1,0,1,0,1,0,0.5,0,0,0.3,0.1,0.166666666666667,0.142857142857143,0.428571428571429,0.246031746031746,0,0,0,0,58.3333333333333,11.5343915343915,1,0,0,0,"Metro","Epic",1,1.4277552
"6390215",2025,1,1,1,0,0.75,0.5,0.5,0.5,1,0,1,0,1,0,1,0,0.5,0,0,0.3,0.1,0.166666666666667,0.142857142857143,0.428571428571429,0.246031746031746,0,0,0,0,58.3333333333333,11.5343915343915,0,1,0,0,"Metro","Epic",1,1.5494134
"6390225",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390240",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,0,0.5,0,0.625,0.833333333333333,0.5,0.1,0.477777777777778,0.5,0.857142857142857,0.571428571428571,0.642857142857143,0,0,0,0,79.1666666666667,37.3544973544974,1,0,0,0,"Metro","Epic",1,1.4277552
"6390248",2025,1,0.5,1,0.5,0.75,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0.0625,1,0.833333333333333,0.9,0.911111111111111,0.333333333333333,0,0.142857142857143,0.158730158730159,0,0,1,0.333333333333333,43.75,46.7724867724868,0,0,1,0,"Metro","Altera Digital Health",1,1.7285975
"6390253",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390282",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390283",2025,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.5,0.444444444444444,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,91.6666666666667,33.0687830687831,1,0,0,0,"Metro","Epic",1,1.4089135
"6390286",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.6546744
"6390292",2025,0.5,0.5,0,0.5,0.375,0.5,0,0.25,0,0.5,0,0,0,0,0,0,0.0625,0.833333333333333,0.833333333333333,0.9,0.855555555555556,0,0,0,0,0,1,1,0.666666666666667,22.9166666666667,50.7407407407407,0,1,0,0,"Metro","MEDHOST",NA,2.3636248
"6390295",2025,1,1,1,0,0.75,1,1,1,1,0.5,1,0,1,0.5,0,0,0.5,0.666666666666667,0.666666666666667,0.6,0.644444444444444,0.666666666666667,1,0.714285714285714,0.793650793650794,0,0,0,0,75,47.9365079365079,1,0,0,0,"Metro","Epic",1,1.4277552
"6390305",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Cerner",1,1.7573649
"6390308",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,0.2,0.455555555555555,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,33.4391534391534,1,0,0,0,"Metro","Epic",1,1.4379987
"6390323",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,0,0.5,0,0.625,0.833333333333333,0.5,0.1,0.477777777777778,0.5,0.857142857142857,0.571428571428571,0.642857142857143,0,0,0,0,79.1666666666667,37.3544973544974,1,0,0,0,"Metro","Epic",1,1.6826277
"6390385",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390409",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,1,0,0,0,"Metro","Meditech",1,1.8086135
"6390411",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,0.2,0.455555555555555,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,33.4391534391534,0,1,0,0,"Metro","Epic",1,1.6546744
"6390440",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,1,0,0,0,"Metro","Meditech",1,1.7549179
"6390445",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,0,1,0,"Micro","Meditech",1,2.1126702
"6390470",2025,1,1,0.5,0,0.625,0.5,0.5,0.5,1,0.5,1,0.5,1,0,0,0,0.5,0.5,0.666666666666667,0.1,0.422222222222222,0.333333333333333,0.857142857142857,0,0.396825396825397,0,0,0,0,54.1666666666667,27.3015873015873,1,0,0,0,"Metro","Cerner",NA,2.0814397
"6390480",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,1,0,0,"Metro","Epic",1,1.6546744
"6390489",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,0.5,0.5,0.625,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,83.3333333333333,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.7573649
"6390499",2025,1,0,0,0,0.25,0,0,0,1,0,1,0,1,1,1,0,0.625,0,0,0,0,0.166666666666667,0.142857142857143,0,0.103174603174603,0,0,0,0,29.1666666666667,3.43915343915344,0,0,1,1,"Rural","CPSI/Evident",NA,2.4532838
"6390505",2025,1,0.5,0.5,1,0.75,0.5,0,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0.25,0.833333333333333,0.333333333333333,0,0.388888888888889,0.5,0,0,0.166666666666667,0,0,0,0,41.6666666666667,18.5185185185185,0,0,1,0,"Metro","Meditech",NA,2.5266035
