"aha_id","year","Find","Send","Receive","Integrate","ClinInteropFx","Available","Used","DataUse","HospitalSend","HospitalReceive","AmbSend","AmbReceive","LTPACSend","LTPACReceive","BHSend","BHReceive","breadth_of_exchange","Barrier_Send","Barrier_Receive","Barrier_Other","Barriers","MFind","MSend","MReceive","Methods","IB_Extent_EHR","IB_Extent_HIE","IB_Extent_Prov","InfoBlocking","Core","Friction","largebed","medbed","smallbed","cah","cbsatype","piemr","mhsmemb","weight"
"6442155",2025,0,0.5,0.5,0,0.25,0.5,0,0.25,0,0,0,0.5,0,0,0,0,0.0625,0.5,0.666666666666667,1,0.722222222222222,0,0,0,0,0,0,0,0,18.75,24.0740740740741,0,0,1,0,"Metro","Epic",1,1.8941513
"6442180",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,0,0,1,1,"Rural","Epic",1,1.7534126
"6442200",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.333333333333333,0.333333333333333,0.4,0.355555555555556,0.833333333333333,0.857142857142857,0.142857142857143,0.611111111111111,0,0,0,0,95.8333333333333,32.2222222222222,0,1,0,0,"Metro","Cerner",1,1.6903987
"6442245",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,1,0,0,0,"Metro","Epic",1,1.3992708
"6442290",2025,1,1,1,0.5,0.875,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0.833333333333333,0.666666666666667,0.7,0.733333333333333,1,0.857142857142857,0.714285714285714,0.857142857142857,0,0,0,0,87.5,53.015873015873,0,1,0,0,"Metro","Epic",1,1.5128278
"6442327",2025,1,1,1,1,1,0.5,0,0.25,0.5,0,0.5,1,0.5,0,0.5,0,0.375,0.5,0.666666666666667,1,0.722222222222222,0.166666666666667,0.428571428571429,0.285714285714286,0.293650793650794,0,0,0,0,54.1666666666667,33.8624338624339,0,0,1,1,"Rural","CPSI/Evident",NA,2.356509
"6442330",2025,1,1,1,0.5,0.875,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0.833333333333333,0.666666666666667,0.7,0.733333333333333,1,0.857142857142857,0.714285714285714,0.857142857142857,0,0,0,0,87.5,53.015873015873,0,0,1,0,"Micro","Epic",1,1.7534126
"6442395",2025,1,1,1,0.5,0.875,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0.833333333333333,0.666666666666667,0.7,0.733333333333333,1,0.857142857142857,0.714285714285714,0.857142857142857,0,0,0,0,87.5,53.015873015873,0,0,1,0,"Rural","Epic",1,1.7534126
"6442410",2025,1,1,1,0,0.75,1,1,1,1,1,1,0.5,1,0,1,0,0.6875,0.5,0.5,0.4,0.466666666666667,0.166666666666667,0.285714285714286,0.142857142857143,0.198412698412698,0,0,0,0,81.25,22.1693121693122,0,0,1,0,"Micro","Cerner",1,1.7534126
"6442420",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,0,1,0,0,"Metro","Epic",1,1.5128278
"6442455",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,0,1,0,0,"Metro","Epic",1,1.5128278
"6442463",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,1,0,0,0,"Metro","Epic",1,1.3992708
"6442485",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,0,0,1,0,"Metro","Epic",1,1.7729143
"6442510",2025,1,1,1,0.5,0.875,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0.833333333333333,0.666666666666667,0.7,0.733333333333333,1,0.857142857142857,0.714285714285714,0.857142857142857,0,0,0,0,87.5,53.015873015873,0,0,1,0,"Rural","Epic",1,1.7534126
"6442560",2025,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.875,0.333333333333333,0.5,0.4,0.411111111111111,0.833333333333333,0.857142857142857,0.571428571428571,0.753968253968254,0,0,0,0,95.8333333333333,38.8359788359788,0,0,1,0,"Metro","Epic",1,1.7729143
"6450008",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,1,0.5,0,0.5,0,0.5,0.4375,0.166666666666667,0.166666666666667,0,0.111111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,77.0833333333333,12.4338624338624,0,0,1,0,"Micro","Epic",1,1.7534126
"6450017",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,1,0,0,0,"Metro","Epic",1,1.3727573
"6450019",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Metro","Epic",1,1.4843315
"6450021",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,1,0,0,"Metro","Epic",1,1.5034544
"6450032",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Metro","Epic",1,1.5636265
"6450036",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,0,"Metro","Cerner",1,1.7729143
"6450045",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,1,0,0,"Metro","Epic",1,1.3739656
"6450110",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,0,1,0,"Micro","Epic",1,1.6474171
"6450135",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,1,0,0,"Micro","Cerner",1,1.5817305
"6450160",2025,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0,0,0.1,0.0333333333333333,0.333333333333333,0.285714285714286,0.428571428571429,0.349206349206349,0,0,0,0,91.6666666666667,12.7513227513228,0,0,1,0,"Metro","Cerner",NA,1.8720322
"6450170",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,0,1,1,"Rural","Epic",1,1.5494056
"6450175",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,1,0,0,"Metro","Epic",1,1.3739656
"6450180",2025,0.5,1,0,0,0.375,0,0,0,1,0,0.5,0,0,0,0,0,0.1875,1,1,1,1,0,0.428571428571429,0,0.142857142857143,0,0,0,0,18.75,38.0952380952381,0,0,1,1,"Rural","Cerner",NA,2.356509
"6450200",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Metro","Epic",1,1.5636265
"6450239",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,1,0,0,"Metro","Epic",1,1.3739656
"6450261",2025,1,0.5,0.5,0.5,0.625,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0.833333333333333,0.666666666666667,0.7,0.733333333333333,0.166666666666667,0,0,0.0555555555555556,0,0,0,0,62.5,26.2962962962963,0,0,1,1,"Micro","Meditech",NA,2.356509
"6450265",2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Rural","Epic",NA,2.3247845
"6450280",2025,1,1,1,0.5,0.875,1,1,1,1,1,0.5,1,0,0,0,0,0.4375,1,0.333333333333333,0.1,0.477777777777778,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,77.0833333333333,24.6560846560847,0,0,1,1,"Metro","Epic",NA,1.8720322
"6450295",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.5,0.277777777777778,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,100,27.5132275132275,0,0,1,1,"Rural","Epic",1,1.7534126
"6450300",2025,1,1,1,1,1,0.5,1,0.75,1,1,1,1,0.5,1,1,1,0.9375,0.5,0.666666666666667,0.6,0.588888888888889,0.5,0.428571428571429,0.285714285714286,0.404761904761905,0,0,1,0.333333333333333,89.5833333333333,44.2328042328042,0,0,1,1,"Rural","Epic",1,1.7534126
"6450340",2025,1,1,1,1,1,0.5,1,0.75,1,1,1,1,1,0.5,0,0,0.6875,0,0,0.3,0.1,0.666666666666667,0.428571428571429,0.428571428571429,0.507936507936508,0,1,1,0.666666666666667,81.25,42.4867724867725,0,0,1,1,"Metro","Epic",NA,2.3916214
"6450360",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Micro","Epic",1,1.4721112
"6450380",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,1,0,0,"Metro","Epic",1,1.5967883
"6450423",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,0,1,0,"Metro","Epic",1,1.7729143
"6450440",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,1,0,1,0.8125,0.333333333333333,0.166666666666667,0.3,0.266666666666667,0.5,1,0.571428571428571,0.69047619047619,0,0,0,0,85.4166666666667,31.9047619047619,0,0,1,0,"Metro","Epic",1,1.5636265
"6450450",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,1,1,1,0.9375,0.333333333333333,0.166666666666667,0.3,0.266666666666667,0.5,1,0.571428571428571,0.69047619047619,0,0,0,0,89.5833333333333,31.9047619047619,0,1,0,0,"Metro","Epic",1,1.3739656
"6450470",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Metro","Epic",1,1.7729143
"6450482",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,0,"Rural","Cerner",1,1.7534126
"6450524",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,1,0.5,0,0.5,0,0.5,0.4375,0.166666666666667,0.166666666666667,0,0.111111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,77.0833333333333,12.4338624338624,0,0,1,0,"Metro","Epic",1,1.7729143
"6450610",2025,1,1,1,0.5,0.875,0.5,1,0.75,1,0,1,0,1,0,1,0,0.5,0.833333333333333,0.833333333333333,0.6,0.755555555555556,0.666666666666667,0.428571428571429,0.428571428571429,0.507936507936508,0,0,0,0,70.8333333333333,42.1164021164021,0,1,0,0,"Metro","Epic",NA,1.7835562
"6450680",2025,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,0.5,0.5,0.625,0.833333333333333,0.5,0.6,0.644444444444444,0.5,0.857142857142857,0.714285714285714,0.690476190476191,0,0,0,0,87.5,44.4973544973545,0,1,0,0,"Metro","Epic",NA,1.8620253
"6450700",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,1,"Rural","Cerner",1,1.7534126
"6450745",2025,1,1,1,0,0.75,0.5,1,0.75,0.5,0.5,1,0,0.5,0,0,0,0.3125,0.833333333333333,0.833333333333333,0.6,0.755555555555556,0.5,0.285714285714286,0.142857142857143,0.30952380952381,1,0,1,0.666666666666667,60.4166666666667,57.7248677248677,0,0,1,1,"Micro","Epic",NA,2.356509
"6450775",2025,1,1,1,0,0.75,1,1,1,0,0.5,0,0,0,0,0,0,0.0625,0.333333333333333,0.5,0.4,0.411111111111111,0.5,0.285714285714286,0.142857142857143,0.30952380952381,0,0,0,0,60.4166666666667,24.021164021164,0,1,0,0,"Metro","Epic",1,1.5128278
"6450810",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,1,0,0,"Metro","Epic",1,1.3739656
"6450820",2025,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,0.8125,0.5,0.666666666666667,0.6,0.588888888888889,0.5,0.285714285714286,0.571428571428571,0.452380952380952,0,0,0,0,93.75,34.7089947089947,1,0,0,0,"Metro","Epic",1,1.3727573
"6450850",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Micro","Epic",1,1.5494056
"6450860",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,1,0,0,"Micro","Cerner",1,1.3645301
"6450880",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.2,0.0666666666666667,1,0.571428571428571,0.857142857142857,0.809523809523809,0,0,0,0,100,29.2063492063492,0,1,0,0,"Rural","Meditech",NA,2.0473976
"6450905",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,1,0.5,0,0.5,0,0.5,0.4375,0.166666666666667,0.166666666666667,0,0.111111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,77.0833333333333,12.4338624338624,0,1,0,0,"Metro","Epic",1,1.5128278
"6451030",2025,1,1,1,1,1,0.5,1,0.75,1,1,1,1,1,0,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.3,0.322222222222222,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,83.3333333333333,19.4708994708995,0,1,0,0,"Metro","Epic",1,1.5128278
"6451280",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,0,1,0,"Metro","Epic",1,1.4843315
"6451290",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,1,0,0,"Metro","Epic",1,1.5128278
"6451300",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,1,"Rural","Cerner",1,1.7534126
"6451320",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,0,1,1,"Rural","Epic",1,1.7534126
"6451370",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,1,1,1,0.9375,0.333333333333333,0.166666666666667,0.3,0.266666666666667,0.5,1,0.571428571428571,0.69047619047619,0,0,0,0,89.5833333333333,31.9047619047619,0,0,1,1,"Metro","Epic",1,1.7729143
"6451430",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,1,"Rural","Cerner",1,1.7534126
"6451525",2025,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0,0.3,0.266666666666667,0.666666666666667,0.571428571428571,0.285714285714286,0.507936507936508,0,0,0,0,87.5,25.8201058201058,0,0,1,0,"Micro","Meditech",NA,2.1656654
"6451600",2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Micro","Epic",NA,2.356509
"6451615",2025,1,1,1,1,1,0.5,1,0.75,1,1,1,1,0.5,1,1,1,0.9375,0.5,0.666666666666667,0.6,0.588888888888889,0.5,0.428571428571429,0.285714285714286,0.404761904761905,0,0,1,0.333333333333333,89.5833333333333,44.2328042328042,0,0,1,0,"Rural","Epic",1,1.6474171
"6451630",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,0,"Micro","Cerner",1,1.7534126
"6451660",2025,1,1,1,0,0.75,0,0.5,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0.25,0.166666666666667,0.333333333333333,0.4,0.3,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,1,0,0.333333333333333,41.6666666666667,29.8412698412698,0,0,1,1,"Rural","Meditech",NA,2.1656654
"6451670",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,0,1,1,"Metro","Epic",1,1.7729143
"6451675",2025,0.5,0.5,0.5,0.5,0.5,1,0.5,0.75,1,0.5,1,0.5,1,0.5,1,0.5,0.75,0.833333333333333,0.5,0.8,0.711111111111111,0,0,0,0,0,0,0,0,66.6666666666667,23.7037037037037,0,0,1,1,"Metro","Epic",1,1.7729143
"6451710",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,0,1,1,"Micro","Epic",1,1.7534126
"6451720",2025,1,1,1,1,1,1,0.5,0.75,1,1,1,1,0.5,1,1,1,0.9375,0.333333333333333,0.166666666666667,0.3,0.266666666666667,0.5,1,0.571428571428571,0.69047619047619,0,0,0,0,89.5833333333333,31.9047619047619,0,0,1,0,"Metro","Epic",1,1.7729143
"6451740",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,1,0,0,"Metro","Epic",1,1.3739656
"6451840",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.3,0.322222222222222,0.333333333333333,0.285714285714286,0.285714285714286,0.301587301587302,0,0,0,0,100,20.7936507936508,0,0,1,1,"Metro","Epic",NA,2.195838
"6451891",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166666666666667,0,0.1,0.0888888888888889,0.5,0.714285714285714,0.714285714285714,0.642857142857143,0,0,0,0,100,24.3915343915344,0,0,1,1,"Metro","Epic",1,1.7729143
"6451920",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,0,1,0,"Micro","Epic",1,1.7534126
"6451960",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333333333,0.428571428571429,0.142857142857143,0.301587301587302,0,0,0,0,100,10.0529100529101,0,0,1,1,"Micro","Epic",NA,2.356509
"6451995",2025,0,0.5,0.5,0.5,0.375,0.5,0,0.25,1,0.5,1,0.5,0.5,0,0.5,0,0.5,0.833333333333333,0.333333333333333,0.7,0.622222222222222,0,0,0,0,0,0,0,0,37.5,20.7407407407407,0,0,1,0,"Micro","Meditech",1,2.0142882
"6452035",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,0,1,1,"Rural","Epic",1,1.7534126
"6452055",2025,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.166666666666667,0.5,0.1,0.255555555555556,0.833333333333333,0.571428571428571,0.428571428571429,0.611111111111111,0,0,0,0,68.75,28.8888888888889,0,0,1,1,"Micro","Epic",1,1.7534126
"6452115",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,1,0.5,0,0.5,0,0.5,0.4375,0.166666666666667,0.166666666666667,0,0.111111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,77.0833333333333,12.4338624338624,1,0,0,0,"Metro","Epic",1,1.3727573
"6452165",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.875,0.5,0.5,0.1,0.366666666666667,0.5,0.571428571428571,0.571428571428571,0.547619047619048,0,0,0,0,95.8333333333333,30.4761904761905,0,1,0,0,"Metro","Epic",1,1.3739656
"6452170",2025,1,1,1,0.5,0.875,1,1,1,0.5,0.5,1,0.5,0,0.5,0,0.5,0.4375,0.166666666666667,0.166666666666667,0,0.111111111111111,0.5,0.142857142857143,0.142857142857143,0.261904761904762,0,0,0,0,77.0833333333333,12.4338624338624,0,0,1,0,"Metro","Epic",1,1.664175
"6452250",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.75,0.5,0.5,0.2,0.4,0.5,0.571428571428571,0.428571428571429,0.5,0,0,0,0,91.6666666666667,30,0,0,1,1,"Rural","Epic",1,1.7534126
"6452305",2025,1,1,1,1,1,0.5,1,0.75,1,1,1,1,0.5,1,1,1,0.9375,0.5,0.666666666666667,0.6,0.588888888888889,0.5,0.428571428571429,0.285714285714286,0.404761904761905,0,0,1,0.333333333333333,89.5833333333333,44.2328042328042,0,0,1,0,"Rural","Epic",1,1.7534126
"6459171",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,0,"Metro","Cerner",1,1.7729143
"6459177",2025,1,1,0.5,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0,0.8125,0,0.166666666666667,0.2,0.122222222222222,0.5,0.428571428571429,0,0.30952380952381,0,0,0,0,89.5833333333333,14.3915343915344,0,0,1,0,"Micro","Cerner",1,1.7534126
"6510003",2025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,0.333333333333333,0.5,0.857142857142857,0.571428571428571,0.642857142857143,0,0,0,0,100,32.5396825396825,0,1,0,0,"Metro","Epic",1,1.4102389
"6510040",2025,1,1,1,1,1,0.5,1,0.75,1,1,1,0.5,0.5,0.5,0.5,0.5,0.6875,0.5,0.666666666666667,0.4,0.522222222222222,0.666666666666667,0.857142857142857,0.714285714285714,0.746031746031746,0,0,0,0,81.25,42.2751322751323,1,0,0,0,"Metro","Epic",1,1.4277552
"6510044",2025,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.25,0.5,0.5,0.4,0.466666666666667,0.333333333333333,0.285714285714286,0.285714285714286,0.301587301587302,1,0,1,0.666666666666667,50,47.8306878306878,0,0,1,1,"Micro","Meditech",1,1.8264908
"6510048",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.857142857142857,0.841269841269841,0,0,0,0,95.8333333333333,44.7089947089947,0,0,1,0,"Metro","Epic",1,1.7285975
"6510049",2025,0.5,0,0.5,0,0.25,0,0,0,1,0,1,0,1,0,1,0,0.5,0.333333333333333,0,0.6,0.311111111111111,0,0,0.142857142857143,0.0476190476190476,0,0,0,0,25,11.957671957672,0,0,1,1,"Rural","CPSI/Evident",NA,2.4532838
"6510050",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.857142857142857,0.841269841269841,0,0,0,0,95.8333333333333,44.7089947089947,0,0,1,1,"Micro","Epic",1,1.8264908
"6510065",2025,1,1,1,0.5,0.875,1,1,1,1,1,1,0.5,0,0.5,1,0.5,0.6875,0.5,0.666666666666667,0.6,0.588888888888889,0.333333333333333,0.571428571428571,0.571428571428571,0.492063492063492,0,0,0,0,85.4166666666667,36.031746031746,0,1,0,0,"Metro","Meditech",1,1.881361
